distance_delta,packet_rate_delta,energy_delta,is_capture,is_flooder_attack,is_faker_attack,attack_success
4834,141,7,True,True,False,True
4944,110,11,True,True,False,True
3399,132,18,True,True,True,True
3655,59,15,False,True,False,False
2099,186,15,False,True,True,False
2211,90,16,False,False,True,False
1421,56,1,True,False,False,False
1883,155,5,False,True,False,True
3014,22,4,True,False,False,False
1305,84,18,False,False,True,True
4114,7,16,True,False,True,True
34,72,19,False,False,True,True
522,107,20,False,True,True,True
4257,176,4,True,True,True,True
892,153,10,False,False,False,False
2793,110,4,True,False,False,False
1058,140,1,False,True,False,True
3874,34,19,True,False,True,True
1816,60,17,True,False,True,False
3708,100,7,True,False,True,True
1370,80,12,False,True,False,True
67,11,19,False,False,True,True
1215,23,14,False,False,True,True
600,50,7,False,False,True,True
81,98,20,False,False,True,True
4139,155,5,True,True,False,True
1840,113,10,True,False,True,True
1507,119,18,True,True,True,True
1616,11,1,True,False,False,False
792,13,20,False,False,True,True
3559,128,19,False,True,True,True
2183,93,4,False,False,False,False
1763,192,18,True,True,True,True
1876,172,12,False,True,False,True
1953,83,17,False,False,True,True
2413,122,3,True,True,False,True
2748,97,9,False,False,True,True
4632,14,1,True,False,False,True
2070,25,3,False,False,False,False
4639,131,20,False,False,True,True
4604,82,13,True,False,True,False
3836,124,20,True,True,True,True
2363,28,19,False,False,True,False
439,156,6,False,True,True,True
4158,114,10,True,False,False,True
3707,62,13,True,False,True,True
3654,31,11,True,False,True,True
3975,25,7,True,False,False,False
2468,193,19,True,True,True,True
4543,13,1,True,False,False,True
4847,58,19,True,False,True,True
348,165,14,False,False,True,False
1350,30,12,False,False,True,True
1772,168,19,False,True,True,True
3269,47,17,True,False,True,True
2320,65,7,True,True,False,True
2139,44,12,True,False,True,True
838,28,10,False,False,False,False
2702,97,1,True,False,False,True
1450,176,18,False,True,True,True
1508,4,13,False,False,True,True
4328,145,0,True,True,False,False
1917,142,11,False,True,True,True
1359,90,0,False,False,False,False
3516,123,11,True,True,True,True
1459,70,3,False,True,False,True
3889,173,6,True,True,False,True
2617,57,16,True,False,True,True
976,50,3,False,True,False,True
2306,120,13,False,False,True,True
2618,164,15,True,True,False,True
2697,153,3,False,True,False,True
374,49,4,False,False,False,False
2876,143,11,True,True,False,True
388,132,3,False,True,False,True
2786,45,20,True,False,True,True
813,10,5,False,False,False,False
703,117,6,False,False,False,False
2226,72,9,True,False,True,True
3418,58,1,True,False,False,True
985,56,11,False,True,True,True
2767,17,16,True,False,True,True
2203,11,7,True,False,False,False
2592,135,18,False,True,True,True
4906,198,15,True,True,True,True
1619,141,3,False,True,False,True
3570,85,16,True,False,True,True
1793,5,0,False,False,False,False
3671,119,20,True,True,True,True
239,185,4,False,True,False,True
3408,96,20,True,False,True,True
306,14,15,False,False,True,True
2899,72,1,False,False,False,False
3440,43,1,False,False,False,False
4276,182,15,True,True,True,True
1565,73,10,False,False,True,True
4541,127,9,True,True,False,True
1806,69,12,False,True,True,True
4634,169,20,True,True,True,True
3615,157,5,True,True,False,True
1454,166,10,True,True,False,True
770,39,18,False,False,True,True
2545,150,2,False,True,False,False
4465,73,9,True,False,True,True
3378,142,10,True,True,True,True
4508,22,14,True,False,True,False
1990,16,6,False,False,False,False
3647,86,18,True,False,True,True
3861,20,16,False,False,True,True
4526,92,10,True,False,True,True
2742,8,9,True,False,False,True
1533,88,4,True,False,False,True
4001,184,1,False,True,False,True
4055,47,19,True,False,True,True
3331,33,1,False,False,False,False
1615,10,3,False,False,False,False
1955,63,2,True,False,False,True
2981,148,18,True,True,True,True
1466,174,9,False,True,False,True
4621,127,14,True,True,False,False
3588,112,18,True,True,True,True
985,50,3,False,False,False,False
887,62,18,False,True,True,True
3740,17,11,True,False,False,True
3382,56,20,True,False,True,True
873,22,0,False,False,False,False
383,189,4,False,True,False,True
4299,108,14,True,False,True,True
3927,189,15,True,True,True,True
2926,98,4,True,False,False,False
2018,28,13,True,False,False,True
3495,180,2,True,False,False,True
1561,63,16,False,True,True,True
1961,65,2,False,False,False,False
3410,163,12,True,True,False,False
2109,59,6,False,True,False,True
3189,160,16,False,True,True,True
58,61,6,False,False,False,False
2755,103,13,True,False,True,True
1848,34,10,True,False,True,True
3794,110,12,True,True,True,True
1316,95,4,False,False,False,False
4508,200,13,True,True,False,True
2197,12,7,False,False,False,False
46,37,19,False,False,True,True
4729,111,20,True,False,True,True
4604,171,16,True,True,True,True
2340,140,13,True,True,True,True
4915,91,17,True,False,True,False
4041,149,13,False,True,True,True
2184,142,11,True,False,True,True
3141,119,13,True,False,False,True
3573,98,14,True,False,True,True
2237,134,12,False,True,True,True
2165,59,5,False,False,False,False
335,63,15,False,False,False,False
4637,92,5,True,True,False,False
2852,175,0,True,True,False,True
4877,68,1,False,False,False,False
3239,146,7,False,True,False,True
461,149,3,False,False,False,False
4090,188,12,True,True,True,True
2866,163,12,True,True,False,False
318,36,4,False,False,False,False
4809,14,18,True,False,True,False
2715,167,17,True,True,True,True
2099,154,10,False,True,False,True
1633,64,18,False,False,True,True
4474,190,18,False,True,True,True
603,90,9,False,False,True,True
2369,49,1,True,False,False,False
588,43,9,False,False,True,True
2803,99,7,False,False,False,False
3755,106,18,True,False,True,True
1845,146,6,False,True,False,True
2412,95,13,True,False,True,True
550,159,2,False,True,False,False
3390,133,11,True,True,False,False
4031,20,12,True,False,False,True
2857,165,8,True,True,False,False
2756,23,20,True,False,True,True
1595,188,14,False,True,False,True
3410,190,0,True,True,False,True
737,98,10,False,True,True,False
3962,13,10,True,False,False,True
2005,15,19,True,False,True,True
3590,88,18,True,False,True,True
4903,39,16,False,False,True,False
248,135,0,False,False,False,False
140,16,6,False,False,False,False
336,94,10,False,False,False,False
383,102,1,False,True,False,True
1067,78,19,False,True,True,True
3788,197,19,True,True,True,True
2874,93,0,False,True,False,True
2391,151,7,False,True,False,True
2383,83,19,False,True,False,True
4462,175,20,True,True,True,True
432,75,20,True,False,True,True
2251,54,7,False,False,False,False
1641,8,12,False,False,False,False
2765,127,14,True,True,True,True
1073,76,2,False,False,False,False
4665,55,17,False,False,True,True
51,74,12,False,False,True,True
4945,107,16,True,False,True,True
4284,135,4,True,True,False,False
3922,123,11,True,False,False,False
172,189,0,False,True,False,True
3364,107,8,False,False,False,False
797,96,19,True,False,True,True
4415,108,20,True,True,True,True
1219,76,19,False,True,True,False
1831,105,7,False,True,True,True
1158,3,4,False,False,True,True
4397,14,15,True,False,True,True
4296,33,4,True,False,False,True
3025,40,1,True,False,False,True
4279,191,15,True,True,True,True
3889,163,3,True,True,False,True
4828,195,6,True,True,False,True
1867,178,9,False,True,False,False
197,84,10,False,True,False,True
3516,150,13,True,True,True,True
3769,86,10,True,True,False,True
5000,116,8,True,True,True,True
3352,123,20,True,False,True,True
4586,108,6,False,True,False,True
4772,58,14,True,False,True,False
4552,85,0,True,False,False,True
1913,37,18,False,False,True,True
1508,62,18,False,False,True,True
2850,67,8,True,False,True,False
1503,196,6,False,True,True,False
2663,22,17,False,False,True,False
4778,18,17,True,False,True,True
328,134,3,False,True,True,True
3147,161,14,True,True,True,True
4660,176,9,True,True,True,True
4660,7,19,True,False,True,True
344,76,19,False,False,True,True
1094,133,6,False,True,False,False
1617,85,5,False,False,False,False
4706,56,20,True,False,True,True
2445,158,13,True,True,True,True
600,48,7,False,False,False,False
3368,22,15,True,False,True,True
348,23,16,False,False,True,True
38,171,17,False,True,True,True
3807,17,2,True,False,False,True
4630,133,0,True,True,False,False
2464,150,12,False,True,True,True
1428,134,8,False,True,True,True
920,181,14,False,True,True,True
2566,36,9,True,False,True,True
1926,24,17,False,True,True,True
434,17,2,False,False,False,False
1901,79,10,True,False,True,True
2699,173,10,True,False,False,True
3588,148,1,True,True,False,False
1570,57,18,False,False,True,False
340,74,15,False,False,False,False
2596,178,5,True,True,False,True
3325,150,1,True,True,False,True
3970,168,8,True,True,True,True
3558,135,1,False,True,False,True
3143,76,4,True,True,True,True
3617,112,14,True,True,True,True
4006,39,15,True,False,True,True
1104,0,2,True,False,False,True
1529,197,13,False,True,True,True
1270,93,10,False,True,True,True
3498,179,6,True,True,False,False
4635,98,5,True,False,True,False
4758,102,14,True,True,True,True
1144,150,19,False,True,True,True
2334,67,9,False,False,False,False
597,9,0,False,False,False,False
507,48,5,False,False,False,False
4079,155,4,True,True,False,False
1644,42,20,True,False,True,False
2741,24,11,True,False,True,False
4873,136,14,True,True,True,True
2212,11,0,False,False,False,False
4829,94,10,True,True,False,True
4532,67,6,True,True,True,True
2455,46,17,False,False,False,False
2070,53,19,False,False,True,True
4716,63,2,True,False,False,True
2667,0,0,True,False,False,True
4055,77,0,False,False,False,False
2108,104,17,True,True,True,True
3719,111,19,False,True,True,True
2577,175,3,False,True,False,True
1922,37,4,False,False,False,False
1674,177,20,False,True,True,True
1575,144,18,False,True,True,True
3048,172,7,True,False,False,True
886,174,6,False,True,False,True
3924,147,19,True,True,True,True
3477,180,13,False,True,True,True
500,198,8,False,True,True,True
3770,126,11,True,False,True,True
398,34,10,False,False,False,False
2114,124,8,True,False,True,True
311,106,7,False,False,False,False
3787,46,15,False,True,True,True
457,188,13,False,True,False,True
1087,157,19,False,True,True,True
1013,163,13,False,True,True,True
2083,53,12,False,False,True,True
968,28,4,False,False,False,False
1238,72,10,False,False,True,True
1556,120,16,False,True,True,True
3832,187,19,True,True,True,True
4940,54,14,True,True,True,True
1387,175,8,False,True,False,True
1008,125,17,False,True,True,True
1695,154,6,False,True,True,True
3862,128,17,True,False,True,False
4181,181,14,True,False,False,False
3447,20,2,True,False,False,True
727,59,9,False,False,False,False
3466,52,7,True,False,True,True
3906,191,2,True,True,False,True
4997,126,3,True,True,False,True
2977,54,10,False,False,False,False
3997,126,0,True,False,False,True
112,76,12,False,False,True,True
2462,67,18,True,False,True,True
1897,132,15,False,True,True,False
3867,14,5,True,False,False,True
1855,190,19,False,True,True,True
973,84,15,False,False,True,False
738,133,17,False,True,True,True
1065,106,20,False,False,True,True
2164,52,17,False,False,True,True
3806,24,8,True,False,False,False
99,144,20,False,True,True,True
1711,74,19,False,False,True,False
808,179,18,False,True,True,True
927,200,9,False,True,False,True
2823,200,14,True,True,True,True
4461,55,19,True,False,True,True
4706,70,3,True,False,False,True
3885,138,19,True,True,True,True
4570,80,9,True,False,False,True
4580,53,8,True,False,False,True
3737,30,13,True,False,True,True
615,133,11,False,True,True,False
830,104,4,False,True,False,True
3599,9,18,True,False,True,True
3074,182,13,True,True,True,True
2578,73,10,False,False,True,True
4171,37,7,True,False,False,True
737,164,7,False,True,False,False
1521,151,14,False,True,True,True
4075,3,19,True,False,True,True
4557,160,12,True,True,True,True
1601,79,4,False,True,False,True
914,174,2,False,True,False,True
1083,191,4,False,True,False,True
1072,78,19,False,True,True,True
3518,186,7,True,True,False,True
3915,155,19,True,True,True,True
2231,42,1,True,False,False,True
649,157,12,False,True,False,True
2368,1,15,False,False,False,False
1470,42,13,False,False,True,True
4217,124,18,True,True,True,True
536,146,7,False,True,False,True
1084,162,10,False,True,False,False
3278,111,5,True,True,False,False
261,54,3,False,False,False,False
1953,122,19,False,True,True,False
1386,79,6,False,True,False,True
2985,21,18,True,False,True,True
4319,25,0,True,False,False,True
2406,159,15,True,True,False,True
3874,98,8,True,False,False,True
1381,124,19,True,True,True,True
2558,194,14,False,True,True,True
1246,34,4,False,False,False,False
1299,135,4,False,True,False,True
1491,24,5,False,False,False,False
3506,123,9,True,True,False,True
1455,133,17,False,True,True,False
759,51,19,False,False,True,True
198,117,3,False,False,False,False
4049,71,18,False,True,False,False
4817,78,11,True,True,False,False
538,92,0,False,False,False,False
2624,81,12,False,True,True,False
851,10,6,False,False,True,True
3726,25,7,True,False,False,True
2127,52,16,False,True,False,True
714,33,19,False,False,True,True
4160,66,8,True,True,False,True
2896,197,12,False,True,True,False
1117,62,13,False,False,False,False
821,128,0,False,True,False,True
2693,44,9,False,False,False,False
3721,19,2,True,False,False,True
4030,47,7,True,False,False,False
3160,192,17,False,True,True,True
2137,14,16,True,False,True,False
2706,197,9,False,True,False,True
729,140,5,False,True,True,True
4089,124,8,True,False,False,True
481,124,17,False,True,True,True
4957,169,2,True,True,False,True
4332,10,11,True,False,True,True
2041,71,1,False,False,False,False
3751,144,7,True,True,True,True
4937,131,11,True,False,False,True
3457,100,18,True,True,True,True
3276,2,3,True,False,False,True
4317,120,5,True,True,False,True
3571,198,20,True,True,True,True
2820,13,3,True,False,True,True
3658,179,7,True,True,False,True
2173,80,1,False,False,False,False
570,34,11,False,False,True,True
4959,125,1,True,True,False,True
4502,109,16,True,True,True,True
4571,159,8,True,False,False,True
2015,25,13,False,False,True,True
2701,163,4,True,True,True,True
2128,7,20,False,False,True,True
963,36,1,True,False,False,True
618,155,11,False,True,True,True
1658,195,0,False,True,False,True
1139,58,5,False,False,False,False
4587,153,15,True,True,True,True
3094,200,13,False,True,True,True
1030,135,20,False,True,True,True
384,60,3,False,False,False,False
4597,96,10,True,False,False,True
2910,153,19,False,False,True,True
1760,35,20,False,False,True,False
3874,171,4,True,True,False,True
210,133,0,False,True,False,True
2332,43,2,False,False,False,False
857,142,11,False,False,False,False
4456,12,10,True,False,True,True
3234,47,0,False,False,False,False
4662,21,8,True,False,False,True
4090,95,11,True,True,True,True
2043,120,16,False,True,True,False
3296,16,9,True,False,False,True
4166,98,20,True,True,True,True
3334,128,11,True,False,False,True
2001,9,14,False,False,True,True
902,142,6,False,True,False,True
578,16,1,False,False,False,False
2863,54,2,True,False,False,False
326,151,6,False,True,False,True
3151,118,6,True,False,True,True
193,134,9,False,False,True,True
483,74,1,False,True,False,True
1137,133,3,True,True,False,False
824,55,7,False,False,False,False
130,13,12,False,False,False,False
4249,169,3,True,True,False,True
2658,30,14,True,False,True,True
2240,174,3,False,True,False,True
1326,86,8,False,False,False,False
4099,13,19,True,False,True,True
3852,113,6,False,True,True,True
2404,30,18,True,False,True,True
2245,142,17,False,False,True,True
4044,112,0,True,False,False,True
3611,37,16,True,True,True,True
801,93,11,False,False,True,True
3768,44,6,True,False,False,True
85,144,3,False,True,False,True
420,64,19,False,False,True,True
3483,38,8,True,False,True,True
393,191,20,False,True,True,True
3116,29,10,True,False,True,True
1807,119,8,True,False,True,True
2856,57,15,True,False,True,True
3141,128,10,True,True,False,True
2465,83,16,True,True,True,True
1366,148,16,False,True,True,True
3390,129,1,True,True,False,True
1144,68,10,False,False,True,False
1698,136,7,False,True,False,False
2347,94,0,True,False,False,True
3744,171,16,False,True,True,True
3516,112,16,True,True,True,True
4278,188,5,True,True,False,False
4048,139,5,True,True,False,True
1193,118,20,False,False,True,True
1161,39,2,False,False,False,False
3963,96,3,True,True,False,True
1530,61,13,False,False,True,True
2863,16,13,True,False,False,False
2549,184,6,False,True,False,True
4105,20,15,True,False,True,True
1571,176,10,False,True,True,True
2157,72,7,False,True,False,True
3629,198,17,True,True,True,True
801,47,18,False,True,True,True
1101,91,18,False,True,True,False
840,11,17,False,False,True,True
2743,172,17,True,True,True,True
1224,78,7,False,False,False,False
3303,191,8,True,True,True,True
1133,100,6,False,True,False,True
2705,139,15,True,True,True,True
4594,58,11,True,False,True,False
2779,91,7,True,True,True,True
238,157,14,False,True,True,False
1259,139,11,False,True,True,False
3179,113,19,False,True,True,True
4957,149,6,True,False,False,False
3731,135,0,True,True,False,True
1607,102,18,False,True,True,False
1795,22,11,True,False,False,True
10,34,14,False,False,True,True
4854,188,18,True,True,True,True
619,92,17,False,False,True,True
2847,143,0,True,True,False,True
1313,79,20,False,False,True,True
940,14,16,False,False,True,True
2147,173,15,True,True,True,True
4139,105,2,True,False,False,True
1836,116,5,True,False,False,True
3005,119,9,False,False,True,False
3077,109,17,False,False,True,False
4832,22,11,True,False,False,False
4693,133,20,True,True,True,True
4256,120,12,True,True,True,True
4761,49,2,True,False,False,False
374,5,8,False,False,False,False
1648,162,6,False,True,False,True
2383,122,3,True,False,False,False
531,125,17,False,True,True,False
3923,137,17,True,True,True,True
2751,195,2,False,True,False,True
3409,154,15,True,True,True,True
1174,181,16,False,True,False,True
3342,98,12,True,True,True,True
1287,95,3,False,False,False,False
358,158,5,False,True,False,False
4823,94,18,True,True,True,True
2401,176,19,True,True,True,True
3404,122,2,True,True,False,False
4916,91,16,True,False,True,True
209,107,19,False,False,True,True
222,83,17,False,False,True,True
1844,43,7,False,True,True,True
1723,193,4,True,True,False,True
1004,189,11,False,True,True,False
3427,103,2,True,False,False,True
572,70,1,False,False,False,False
3329,175,12,True,True,False,False
218,191,11,False,True,True,True
4690,134,8,True,True,False,True
4621,199,14,True,True,True,True
3008,84,11,True,True,True,True
1307,66,4,False,True,False,True
1503,35,3,False,False,False,False
2027,58,15,False,True,True,True
3792,128,9,True,True,False,True
4317,65,6,True,False,True,True
2853,117,14,True,True,True,True
1712,15,17,False,False,True,True
2525,102,3,True,False,False,False
1810,38,19,False,False,True,True
688,31,8,False,False,False,False
4075,198,10,True,True,False,True
873,100,11,True,False,False,True
3865,88,7,True,False,False,True
2676,28,5,True,False,False,True
4811,142,2,True,True,False,True
920,159,16,False,True,False,True
956,187,19,False,True,True,True
114,196,20,False,True,False,True
3233,58,20,True,False,False,False
4243,62,18,True,False,True,True
796,42,6,False,False,True,True
1558,79,7,False,False,False,False
1379,133,15,False,True,True,True
1696,94,12,True,False,False,True
1116,180,10,False,True,False,True
3477,94,4,True,True,False,True
259,171,10,False,True,True,True
1460,46,17,False,False,True,True
367,4,16,False,False,True,True
3717,16,5,True,False,False,True
3952,107,8,True,True,True,True
3281,111,0,True,False,False,True
2005,13,3,False,False,False,False
4847,19,19,True,False,True,True
342,70,20,False,True,True,True
2737,72,15,True,True,False,True
4198,131,5,True,True,False,True
3582,156,3,False,True,False,True
910,25,8,False,False,True,True
771,144,18,False,True,True,True
926,145,1,False,False,False,False
3964,151,17,True,True,True,True
323,61,8,False,True,False,False
704,0,17,False,False,True,True
4322,133,18,True,True,True,True
1255,68,7,True,False,False,True
4346,39,19,True,False,True,False
3657,183,11,True,True,False,True
3796,107,5,True,True,False,True
2042,18,3,True,False,False,True
1593,153,20,False,True,True,True
4011,156,14,True,False,True,True
1855,153,13,False,True,False,True
923,47,12,False,False,False,False
4439,185,7,True,True,True,True
315,51,16,False,False,True,True
201,159,20,False,True,True,True
258,7,1,False,False,False,False
884,173,7,False,True,True,False
1072,107,13,False,True,False,True
690,36,3,False,False,False,False
4420,58,12,True,False,True,True
3659,42,17,False,False,True,True
3993,82,12,True,True,True,True
1491,129,13,False,True,True,True
1065,149,11,False,True,True,True
3258,20,3,False,False,False,False
804,22,13,False,False,False,False
1804,144,2,False,True,False,False
1982,165,4,False,True,False,True
2324,141,8,True,False,True,True
1091,114,15,False,False,True,True
4854,80,3,True,False,False,True
4853,180,20,False,False,True,True
4005,153,14,True,True,True,True
4751,11,1,True,False,False,False
2386,121,2,True,False,False,True
1872,174,7,False,True,False,True
3725,105,9,False,True,True,True
818,180,16,False,True,True,True
713,97,16,False,True,True,True
1957,114,7,False,True,True,True
476,174,4,False,True,False,True
4937,29,13,True,False,True,False
1276,38,18,False,False,False,False
2750,169,7,False,True,True,True
2908,64,14,True,True,True,True
3961,76,10,True,False,True,True
3595,170,7,True,False,True,True
965,154,11,False,True,False,True
580,12,13,False,False,True,True
2618,18,6,False,False,False,False
3298,155,2,True,True,False,True
29,16,14,False,False,True,True
822,135,15,False,True,True,True
3773,8,9,True,False,False,True
4628,122,18,False,True,True,True
1865,57,9,True,True,False,True
1581,45,3,False,False,False,False
2871,152,18,False,False,True,False
1997,120,3,True,False,False,True
4024,153,18,False,True,True,False
358,18,13,False,False,True,True
4509,194,4,True,True,False,True
3550,65,17,True,False,True,False
3493,75,1,True,False,False,True
1239,102,20,False,False,True,True
2388,154,4,False,True,True,True
2656,172,3,False,True,False,True
2673,173,0,True,False,False,True
4901,189,5,True,True,False,True
2166,200,6,False,True,False,True
1227,146,7,False,True,False,True
4885,104,11,True,True,True,True
4868,86,12,True,False,True,True
1480,48,13,False,False,True,True
3543,60,11,True,True,True,True
989,104,18,True,True,True,True
923,69,6,False,True,False,True
947,157,0,False,True,False,True
2803,190,10,True,True,True,True
2570,50,12,False,False,False,False
3980,147,20,True,True,True,True
1512,174,0,True,True,False,True
4807,97,0,True,True,False,False
104,26,7,False,False,True,True
1304,200,20,False,True,True,True
4342,193,18,True,True,True,True
2374,42,13,False,False,False,False
4507,182,3,True,True,False,False
1067,173,2,False,True,False,False
3574,70,16,True,True,True,True
2759,120,12,False,True,True,True
2584,69,12,False,False,False,False
2739,25,16,True,False,False,True
2042,30,19,True,False,True,True
2378,30,10,False,False,False,False
1725,5,5,False,False,False,False
3746,147,18,False,True,True,True
4358,149,15,True,True,False,True
4995,95,16,True,True,False,True
1979,94,11,False,False,True,True
2431,184,2,False,False,False,False
3840,181,1,False,True,False,True
2555,113,15,False,True,True,True
2537,8,8,False,False,False,False
4912,130,7,True,True,True,True
3801,76,6,True,False,False,True
616,91,11,False,False,True,True
4669,168,9,True,True,True,True
50,96,5,False,False,True,False
172,161,7,False,True,False,False
179,53,10,False,False,True,True
1142,52,17,False,False,True,False
2349,74,7,False,False,True,True
1516,138,5,False,True,False,False
330,47,19,False,False,True,True
1081,136,10,False,True,True,True
4555,42,18,True,True,True,True
3841,43,12,True,True,True,True
3074,127,4,True,True,False,True
3218,60,10,True,True,True,True
159,4,8,False,False,True,False
1078,84,3,False,True,False,True
545,47,12,False,False,True,False
2247,125,2,True,True,False,True
3597,78,18,True,False,False,True
224,6,2,False,False,False,False
2711,104,16,True,True,True,True
1888,158,3,True,True,False,True
3599,41,20,True,False,True,False
102,149,18,False,True,True,True
3164,116,4,False,True,False,True
1101,102,10,False,False,True,True
70,157,11,False,True,False,True
3075,181,2,False,True,False,True
835,124,16,False,True,True,True
4251,93,0,True,True,False,True
2562,48,3,True,False,False,False
1738,145,16,False,True,True,True
1041,117,10,True,True,False,False
2391,157,12,False,False,True,False
3188,179,20,False,True,True,True
4771,16,0,True,True,False,True
3191,171,8,False,True,False,False
3290,139,11,True,False,True,True
2419,81,13,True,False,True,True
3349,76,3,True,False,False,True
1805,62,17,False,False,True,True
773,190,7,False,True,True,True
3413,122,15,True,False,False,True
3256,46,7,False,False,False,False
257,44,8,False,False,False,False
3668,65,7,True,False,False,True
4895,177,5,True,True,False,True
2171,89,8,False,True,True,True
3347,36,6,True,False,True,True
4917,15,17,True,False,True,False
2697,24,7,False,False,False,False
4396,28,13,True,False,False,True
3300,169,5,True,True,False,False
3698,19,9,True,False,False,True
2242,56,14,True,True,False,False
1293,79,1,True,False,False,True
1681,48,16,True,False,True,True
23,0,20,False,False,True,True
2080,87,4,False,False,False,False
3323,62,1,False,False,False,False
387,150,0,False,True,False,False
3664,66,19,True,False,True,True
2088,146,16,True,True,True,True
2095,190,14,False,True,True,True
4897,25,8,True,False,False,False
3294,126,2,True,False,False,True
4393,101,15,True,True,True,True
326,123,11,False,True,False,True
4056,34,4,True,False,False,True
4849,59,5,True,True,False,False
2123,155,11,False,True,True,True
3688,143,0,True,False,False,True
4469,20,14,False,False,True,True
2417,195,10,True,True,False,True
2843,104,1,True,True,False,True
2342,98,8,True,True,True,True
1057,112,20,False,False,True,False
1864,160,5,True,True,False,False
2578,51,10,True,False,False,True
2700,66,15,True,False,True,True
2560,101,1,True,True,False,True
1265,200,8,False,True,False,True
4182,191,16,True,True,True,True
3032,200,2,True,True,False,True
1165,129,11,False,False,False,False
3177,144,15,True,True,False,True
1434,67,16,False,False,True,False
1433,188,9,False,True,False,True
680,51,4,False,False,False,False
3435,21,0,True,False,False,False
1883,9,9,False,False,False,False
165,131,2,False,False,False,False
3639,198,6,True,True,True,True
2177,98,13,True,True,True,True
2142,114,11,True,True,True,True
245,53,4,False,False,False,False
2754,112,9,True,True,False,True
2555,110,8,False,False,False,False
1411,52,9,False,True,False,True
438,127,9,False,True,True,True
1928,15,19,False,False,True,True
817,66,14,False,False,True,True
109,14,1,False,False,False,False
2561,27,18,True,False,True,True
2890,194,5,True,True,True,True
719,79,6,False,False,True,False
2331,174,0,True,True,False,True
1780,30,18,True,False,True,True
350,121,10,False,False,True,False
472,56,14,False,False,True,True
1299,137,16,False,True,True,True
4227,58,4,True,False,False,True
1578,187,12,True,True,False,False
1346,123,19,True,False,True,False
516,40,2,False,False,False,False
3719,141,19,True,True,True,True
1293,111,11,False,True,True,True
248,84,4,False,False,False,False
3825,61,10,False,False,False,False
34,20,16,False,False,True,True
3727,110,20,True,True,True,True
4591,159,1,True,True,False,True
796,103,13,False,True,True,False
813,183,0,False,True,False,False
1332,178,1,False,True,False,True
2414,134,5,False,True,False,True
1184,187,5,False,True,False,True
2993,194,6,True,True,False,True
3177,189,19,False,True,False,True
182,54,15,False,False,False,False
1038,150,1,False,True,False,True
2395,83,1,False,False,False,False
480,133,1,False,True,False,True
595,166,14,False,True,False,True
1533,143,5,False,True,False,False
4227,143,14,False,True,True,False
2349,195,1,True,True,False,True
377,97,13,False,False,True,True
2476,165,16,False,False,True,True
2132,175,3,False,True,False,True
3016,43,8,True,False,True,True
574,195,3,False,True,False,False
795,9,8,False,False,False,False
37,128,8,False,True,True,True
3136,142,3,True,True,True,True
2589,51,20,False,True,True,True
3005,76,4,False,True,False,True
3917,140,1,True,False,False,True
3337,131,5,True,True,True,True
4063,68,17,False,False,True,True
4845,6,4,True,False,False,False
4223,14,10,True,False,True,True
2769,39,12,False,True,True,True
1944,174,1,True,True,False,False
4905,29,8,True,False,True,True
1863,144,4,False,False,False,False
3261,127,12,True,True,False,True
2924,155,19,False,True,True,True
1500,140,8,False,True,False,True
4737,62,7,True,False,True,True
1507,47,3,False,False,False,False
3257,151,7,True,False,False,True
2132,124,9,False,True,True,True
3497,190,2,True,True,False,True
1266,176,14,False,True,False,False
2547,75,7,False,True,False,True
2540,30,9,True,False,False,False
395,141,20,False,True,True,False
718,93,9,False,True,False,True
1621,199,8,True,True,False,True
2730,169,14,True,True,True,True
654,35,13,False,False,True,True
2357,52,18,True,False,True,True
4042,125,4,False,True,False,False
4253,123,19,True,True,True,True
1835,25,15,True,False,False,True
2275,190,5,True,True,False,True
4798,132,13,True,True,True,True
1017,124,16,False,True,True,True
2211,24,7,True,True,False,False
846,153,5,False,False,False,False
93,76,14,False,False,False,False
4834,92,14,True,False,True,True
1170,180,4,False,True,False,True
2930,56,6,False,True,False,True
345,70,7,False,False,False,False
2606,89,17,True,True,True,True
1949,128,12,False,True,True,True
4803,196,16,True,True,True,True
3872,112,9,True,True,False,True
627,66,16,False,False,True,True
1678,1,18,False,False,True,True
1433,172,15,False,False,True,True
4929,71,20,True,False,True,True
1842,54,17,False,False,True,True
4924,122,5,True,False,True,False
121,46,8,False,False,True,True
2515,66,5,False,False,False,False
3241,124,19,True,True,True,True
48,24,20,False,False,True,True
2737,5,20,True,False,True,False
311,45,19,False,False,True,True
3618,63,16,True,False,True,False
449,65,10,False,False,False,False
2560,127,5,True,True,False,True
1244,197,18,False,True,True,True
104,61,2,False,False,False,False
700,109,2,False,True,False,False
3707,183,15,True,True,True,True
3951,19,7,False,False,True,True
1012,90,11,True,True,True,True
3568,186,12,True,True,True,True
4365,168,4,True,True,False,True
4373,72,4,True,False,False,True
1512,21,2,False,False,False,False
2824,13,3,False,False,False,False
4582,42,19,True,False,True,True
1216,19,12,False,False,True,False
2713,21,0,True,False,False,True
2739,184,16,False,True,True,True
594,46,4,False,False,False,False
104,138,1,False,True,False,True
682,150,6,False,False,True,True
140,76,16,False,False,True,True
4444,170,16,False,True,True,True
1636,0,8,False,False,False,False
3365,130,8,True,True,False,True
204,116,0,False,False,False,False
3939,106,15,True,True,True,True
3943,178,12,True,False,True,True
1441,85,5,False,True,False,True
2125,70,7,False,False,True,True
4254,169,14,True,True,True,True
