distance_delta,packet_rate_delta,energy_delta,is_hijack,is_flooder_attack,is_faker_attack,attack_success
37,84,13,False,True,True,True
4,105,2,False,True,False,True
64,108,14,True,True,True,True
159,200,13,True,True,True,True
73,175,1,True,True,True,True
8,30,13,False,False,True,True
110,130,15,True,True,True,True
107,16,15,True,False,True,False
96,76,17,True,True,True,True
74,33,15,True,False,True,True
95,118,15,True,True,True,True
96,126,9,True,True,True,True
110,132,15,True,True,True,True
165,50,6,True,False,False,True
134,188,0,True,True,False,True
99,67,2,True,True,False,True
104,25,7,True,False,True,True
61,35,11,True,False,True,True
78,75,19,True,True,True,True
50,112,7,True,True,False,False
89,130,19,True,True,True,True
122,125,9,True,True,True,True
78,74,11,True,True,True,True
177,109,20,True,True,True,True
92,88,2,True,True,False,True
155,193,17,True,True,True,True
6,14,10,False,False,True,True
108,25,19,True,False,True,True
90,27,15,True,False,True,True
134,108,18,True,True,True,True
105,17,14,True,True,True,True
115,183,13,True,True,True,True
7,140,16,False,True,True,False
65,54,0,True,True,False,True
4,91,12,False,True,True,True
167,29,10,True,False,True,False
40,47,2,True,False,True,True
178,10,14,True,False,True,False
131,119,3,True,True,False,True
174,47,14,True,False,True,True
120,23,2,True,False,False,True
128,34,16,True,False,True,True
118,77,3,True,True,False,True
94,199,14,True,True,True,True
152,92,11,True,True,True,True
147,106,19,True,True,True,True
115,141,10,True,True,True,True
55,19,9,True,False,True,True
160,28,3,True,False,False,True
75,162,11,True,True,True,True
38,165,15,False,True,True,True
95,50,0,True,False,False,False
173,126,15,True,True,True,True
51,75,12,False,True,True,False
179,198,15,True,True,True,True
182,104,15,True,True,True,True
113,27,18,True,True,True,True
146,23,1,True,False,False,True
178,162,9,True,True,True,True
146,100,15,True,True,True,True
198,117,3,True,True,False,True
124,35,18,True,False,True,True
177,70,14,True,True,True,True
177,173,16,True,True,True,True
36,72,10,False,True,True,True
36,24,11,False,False,True,True
166,2,1,True,False,True,True
76,2,16,True,False,True,True
125,119,9,True,True,True,True
135,68,17,True,True,True,True
13,149,18,False,True,True,False
110,155,15,True,True,True,True
49,151,17,False,True,True,True
88,61,15,True,True,True,True
60,187,18,True,True,True,True
69,50,4,True,False,False,False
184,134,20,True,True,True,True
145,51,5,True,False,True,True
85,80,15,True,True,True,True
44,143,20,False,True,True,True
80,120,5,True,True,False,True
33,9,5,False,False,False,False
35,76,5,False,True,False,True
152,67,12,True,True,True,True
15,177,9,True,True,True,True
190,191,3,True,True,False,True
164,48,12,True,True,True,True
48,16,0,False,True,False,True
165,60,15,True,True,True,True
198,82,13,True,True,True,True
148,12,5,True,False,True,True
27,110,2,False,True,False,True
13,160,7,False,True,True,True
11,66,9,False,True,True,True
89,8,0,True,False,False,True
166,162,6,True,True,False,False
139,159,10,True,True,True,True
73,180,2,True,True,False,False
187,78,3,True,True,True,True
125,117,17,True,True,True,True
126,151,15,True,True,True,True
72,2,2,True,False,False,True
170,76,6,True,True,False,False
23,180,14,True,True,True,True
10,57,6,False,True,False,True
132,148,13,True,True,True,True
178,169,12,True,True,True,True
61,200,15,True,True,True,True
175,187,5,True,True,False,False
67,48,16,True,False,True,True
126,141,4,True,True,True,True
117,109,18,True,True,True,True
33,160,4,True,True,True,True
64,174,7,True,True,True,True
9,7,16,False,False,True,True
21,103,14,False,True,True,True
84,147,16,True,True,True,True
3,25,11,False,False,True,True
167,76,20,True,True,True,True
18,32,17,False,True,True,True
129,173,17,True,True,True,True
96,77,9,True,True,True,True
148,24,18,True,False,True,True
0,170,2,False,True,False,False
7,113,4,False,True,True,True
182,25,7,True,False,True,True
168,78,4,True,True,False,True
52,20,18,True,False,True,True
144,76,9,True,True,True,True
171,6,20,True,False,True,True
61,161,1,True,True,True,True
147,165,16,True,True,True,True
46,41,6,False,False,True,True
92,17,20,True,False,True,False
119,129,1,True,True,False,False
33,79,9,True,True,True,True
76,48,6,True,True,False,True
103,8,9,True,False,True,False
150,20,20,True,False,True,False
21,59,14,True,True,True,True
79,117,15,True,True,True,True
65,198,1,True,True,False,True
22,177,2,False,True,False,True
107,32,1,True,False,True,True
116,41,3,True,False,True,True
176,11,0,True,False,False,True
105,197,6,True,True,False,False
138,197,11,True,True,False,True
158,124,3,True,True,False,True
192,94,11,True,True,True,True
116,46,1,True,True,False,True
72,42,18,True,False,True,False
50,42,17,False,True,True,True
153,49,10,True,True,True,True
47,22,15,False,False,True,True
42,168,18,True,True,True,True
190,181,14,True,True,True,True
96,179,1,True,True,False,True
64,56,18,True,True,True,True
37,157,11,True,True,True,True
12,89,8,False,True,True,True
95,38,15,True,True,True,True
142,117,2,True,True,False,True
78,64,5,True,True,False,True
25,119,19,False,True,True,True
82,86,1,True,True,False,True
135,92,1,True,True,False,False
0,59,9,False,True,True,True
92,81,20,True,True,True,True
170,160,8,True,True,True,True
129,97,0,True,True,False,True
66,14,11,True,False,True,False
144,55,1,True,True,False,True
87,68,19,True,True,True,True
109,20,13,True,False,True,True
4,69,0,False,True,False,True
47,99,10,False,True,True,True
77,32,18,True,True,True,True
175,111,1,True,True,False,False
169,70,2,True,True,False,False
169,54,16,True,True,True,True
35,172,11,False,True,True,True
195,42,15,True,True,True,True
108,81,1,True,True,False,False
152,156,14,True,True,True,True
198,187,1,True,True,False,True
76,158,10,True,True,True,True
194,181,10,True,True,True,True
8,80,18,False,True,True,True
140,5,19,True,False,True,True
49,45,14,False,True,True,False
38,150,2,True,True,False,True
177,108,9,True,True,True,True
140,26,0,True,False,False,True
33,149,5,False,True,False,True
6,57,13,False,True,True,True
77,3,7,True,False,True,False
196,139,12,True,True,True,True
151,120,14,True,True,True,True
15,103,6,False,True,False,False
38,168,14,False,True,True,True
175,175,6,True,True,False,True
89,41,19,True,False,True,True
115,38,10,True,False,True,True
70,30,14,True,True,True,True
152,12,3,True,False,True,True
65,191,4,True,True,False,True
45,182,13,False,True,True,True
90,147,13,True,True,True,True
199,120,14,True,True,True,True
187,96,6,True,True,True,True
10,91,17,False,True,True,True
174,136,2,True,True,False,True
198,74,18,True,True,True,True
80,146,8,True,True,True,True
94,129,1,True,True,False,True
165,152,11,True,True,True,True
21,174,16,False,True,True,False
44,92,16,False,True,True,False
120,10,16,True,False,True,True
129,160,11,True,True,True,True
3,166,15,False,True,True,True
100,29,13,True,False,True,False
110,174,5,True,True,False,False
101,148,20,True,True,True,True
74,99,0,True,True,False,True
196,101,4,True,True,False,True
98,167,3,True,True,False,True
115,178,2,True,True,True,True
158,168,12,True,True,True,True
15,110,15,True,True,True,True
80,56,19,True,True,True,True
69,139,7,True,True,True,True
71,56,2,True,True,False,False
141,133,15,True,True,True,True
187,19,5,True,False,False,True
155,58,20,True,True,True,True
160,178,11,True,True,True,True
190,70,18,True,True,True,True
164,26,3,True,False,True,True
169,182,19,True,True,True,True
170,84,20,True,True,True,True
100,128,19,True,True,True,True
60,62,2,False,True,False,True
63,40,14,True,False,True,True
39,104,18,False,True,True,True
112,1,0,True,False,False,True
31,114,7,False,True,False,True
61,134,8,True,True,True,True
151,115,3,True,True,False,True
33,130,0,False,True,False,True
83,125,6,True,True,False,True
126,107,9,True,True,True,True
14,23,15,False,False,True,True
80,184,4,True,True,False,True
109,139,20,True,True,True,True
83,150,19,True,True,True,True
12,41,14,False,True,True,True
103,117,13,True,True,True,True
85,23,16,True,True,True,True
25,63,10,False,True,True,True
36,89,6,True,True,False,False
53,18,11,True,False,True,True
144,91,16,True,True,True,True
105,27,3,True,True,False,True
68,194,19,True,True,True,True
86,196,10,True,True,True,True
71,15,11,True,False,True,False
42,10,12,False,False,True,True
167,90,11,True,True,True,True
87,89,17,True,True,True,True
83,1,16,True,False,True,True
106,117,15,True,True,True,True
173,61,20,True,True,True,True
86,25,2,True,False,False,True
108,167,12,True,True,True,True
102,91,10,True,True,True,True
89,144,18,True,True,True,True
73,191,9,True,True,True,True
179,143,8,True,True,True,True
62,166,8,True,True,True,True
153,97,6,True,True,False,True
54,109,16,True,True,True,True
78,14,9,True,False,True,True
70,173,3,True,True,False,True
112,149,9,True,True,True,True
114,80,18,True,True,True,True
186,106,10,True,True,True,True
117,24,3,True,False,False,False
162,26,6,True,False,False,True
163,124,7,True,True,True,True
176,145,11,True,True,True,True
188,198,10,True,True,True,True
57,147,7,False,True,True,False
113,52,4,True,True,False,True
84,118,14,True,True,True,True
8,0,2,False,False,False,False
45,18,13,False,False,True,True
118,17,15,True,False,True,True
104,195,15,True,True,True,True
99,29,7,True,False,True,True
95,145,15,True,True,True,True
88,77,14,True,True,True,True
90,122,8,True,True,True,True
97,139,17,True,True,True,True
34,147,0,False,True,False,True
166,56,1,True,True,False,True
117,103,9,True,True,True,True
200,95,10,True,True,True,True
88,104,11,True,True,True,True
190,165,4,True,True,False,True
125,135,6,True,True,True,True
62,10,17,True,False,True,False
44,16,19,False,False,True,True
176,44,13,True,False,True,False
69,149,18,True,True,True,True
114,159,11,True,True,True,True
179,54,20,True,True,True,True
90,96,17,True,True,True,True
186,53,5,True,True,True,True
197,69,6,True,True,True,True
24,65,20,False,True,True,True
8,2,17,False,False,True,True
40,66,5,False,True,False,True
156,136,2,True,True,False,True
94,5,6,True,False,False,True
173,144,18,True,True,True,True
49,167,10,True,True,True,True
47,198,5,False,True,True,True
37,21,10,True,False,True,False
44,67,10,True,True,True,True
122,148,17,True,True,True,True
136,3,12,True,False,True,False
108,141,8,True,True,True,True
186,22,0,True,False,False,True
11,121,1,False,True,False,True
25,174,6,False,True,True,False
164,47,15,True,False,True,True
168,35,4,True,True,True,True
119,192,3,True,True,True,True
18,91,7,False,True,True,True
118,137,19,True,True,True,True
183,16,20,True,False,True,True
173,155,16,True,True,True,True
188,57,13,True,True,True,True
69,41,9,True,True,True,True
45,126,4,False,True,False,True
140,200,2,True,True,False,True
164,24,13,True,False,True,True
101,71,5,True,True,True,True
82,134,9,True,True,False,True
193,141,18,True,True,True,True
181,136,4,True,True,True,True
180,67,3,True,True,False,True
103,155,1,True,True,False,False
120,80,14,True,True,True,True
92,0,13,True,False,True,False
190,193,13,True,True,True,True
101,178,19,True,True,True,True
154,17,9,True,False,True,True
92,199,19,True,True,True,True
162,112,9,True,True,True,True
114,111,3,True,True,False,False
195,75,14,True,True,True,True
149,33,14,True,False,True,False
9,171,19,False,True,True,True
173,111,14,True,True,True,True
1,39,8,False,False,True,True
47,168,10,False,True,True,True
32,63,1,False,True,False,True
139,105,7,True,True,True,True
113,48,3,True,True,False,True
19,176,8,False,True,True,False
91,160,4,True,True,True,True
4,7,7,False,False,True,True
60,87,18,False,True,True,True
13,78,3,False,True,False,True
103,51,20,True,True,True,True
79,127,3,True,True,False,False
142,118,7,True,True,True,True
174,54,16,True,True,True,True
54,168,5,False,True,True,True
77,116,7,True,True,True,True
190,8,12,True,False,True,True
78,160,14,True,True,True,True
129,97,2,True,True,False,True
145,115,10,True,True,True,True
12,84,5,False,True,False,True
72,22,9,True,False,True,True
64,41,15,True,True,True,True
196,74,16,True,True,True,True
66,184,11,True,True,True,True
0,5,1,False,False,True,True
56,166,7,False,True,True,True
199,42,12,True,False,True,True
173,10,2,True,False,False,True
42,82,15,False,True,True,True
149,138,12,True,True,True,True
196,79,20,True,True,True,True
122,6,11,True,False,True,False
117,101,9,True,True,True,True
162,187,18,True,True,True,True
148,169,11,True,True,True,True
86,199,6,True,True,False,True
8,71,4,False,True,False,True
155,45,10,True,False,True,True
164,35,20,True,True,True,True
15,17,12,False,False,True,False
94,106,8,True,True,True,True
24,63,0,True,True,False,False
77,52,6,True,True,False,True
198,39,16,True,False,True,True
39,73,14,False,True,True,True
29,24,7,False,False,True,True
147,41,15,True,False,True,True
0,121,0,False,True,False,True
117,57,17,True,True,True,True
16,166,17,False,True,True,True
34,136,15,True,True,True,True
165,110,12,True,True,True,True
126,183,1,True,True,False,True
63,129,16,True,True,True,True
22,174,0,False,True,False,True
110,0,4,True,False,False,True
171,190,6,True,True,True,True
178,23,2,True,False,False,True
91,171,3,True,True,True,True
74,14,12,True,False,True,False
30,124,17,False,True,True,True
192,50,16,True,False,True,False
161,128,2,True,True,False,True
19,155,16,False,True,True,False
155,45,17,True,True,True,True
95,2,13,True,False,True,True
21,18,16,False,True,True,True
118,173,15,True,True,True,True
161,175,16,True,True,True,True
72,17,10,True,False,True,True
156,30,1,True,False,False,True
96,139,11,True,True,True,True
101,47,0,True,False,False,True
142,34,0,True,False,False,True
194,19,2,True,False,False,True
12,108,5,False,True,True,True
178,161,3,True,True,False,False
29,44,12,False,True,True,True
112,138,0,True,True,False,True
174,74,14,True,True,True,True
61,199,3,True,True,False,True
190,35,20,True,True,True,True
61,20,10,True,False,True,True
134,19,8,True,False,True,True
52,184,12,True,True,True,True
51,7,9,True,False,True,True
103,75,14,True,True,True,True
74,146,9,True,True,True,True
13,188,14,False,True,True,True
38,171,10,False,True,True,True
198,56,17,True,True,True,True
62,121,11,True,True,True,True
142,88,5,True,True,False,True
76,183,7,True,True,True,True
48,119,7,False,True,True,True
138,69,10,True,True,True,True
1,45,8,False,True,True,False
144,155,20,True,True,True,True
83,180,16,True,True,True,True
134,23,17,True,True,True,True
141,4,7,True,False,True,True
112,5,9,True,False,True,True
127,64,7,True,True,True,True
159,137,19,True,True,True,True
160,173,8,True,True,True,True
133,151,10,True,True,True,True
65,179,5,True,True,False,False
58,96,13,False,True,True,True
40,166,0,False,True,False,True
154,108,16,True,True,True,True
183,57,8,True,True,True,True
91,47,8,True,False,True,True
163,18,3,True,False,False,True
162,142,9,True,True,True,True
94,184,3,True,True,False,True
52,60,9,False,True,True,True
45,101,14,True,True,True,True
112,197,14,True,True,True,True
106,183,14,True,True,True,True
142,41,15,True,False,True,True
157,112,16,True,True,True,True
77,171,8,True,True,True,True
51,195,10,False,True,True,True
48,93,11,True,True,True,True
35,23,2,False,False,False,False
53,157,16,True,True,True,True
109,78,8,True,True,True,True
194,90,6,True,True,False,False
178,122,14,True,True,True,True
60,168,14,False,True,True,True
88,142,17,True,True,True,True
88,136,2,True,True,False,True
57,135,17,True,True,True,True
88,70,8,True,True,True,True
132,166,19,True,True,True,True
14,156,16,False,True,True,True
56,154,7,True,True,False,True
88,73,7,True,True,True,True
106,123,14,True,True,True,True
194,42,18,True,True,True,True
109,66,6,True,True,True,True
174,137,14,True,True,True,True
22,112,2,False,True,False,True
94,108,9,True,True,True,True
131,58,9,True,True,True,True
68,168,6,True,True,True,True
194,161,1,True,True,False,True
143,76,6,True,True,False,False
99,70,12,True,True,True,True
102,172,16,True,True,True,True
80,62,3,True,True,False,True
185,137,10,True,True,True,True
190,112,14,True,True,True,True
131,79,15,True,True,True,True
173,148,13,True,True,True,True
169,88,18,True,True,True,True
46,144,20,False,True,True,False
100,194,18,True,True,True,True
127,3,10,True,False,True,True
135,157,7,True,True,True,True
163,73,13,True,True,True,True
6,195,2,False,True,False,True
124,99,11,True,True,True,True
34,92,14,True,True,True,True
74,84,9,True,True,True,True
125,26,14,True,False,True,True
188,105,20,True,True,True,True
179,129,2,True,True,False,True
199,189,6,True,True,True,True
13,84,19,False,True,True,True
111,81,16,True,True,True,True
157,9,10,True,False,True,False
158,164,19,True,True,True,True
118,125,1,True,True,False,True
114,68,5,True,True,False,True
12,173,3,False,True,False,True
134,88,11,True,True,True,True
30,127,9,False,True,True,False
60,69,19,True,True,True,True
138,41,16,True,False,True,True
191,104,7,True,True,True,True
179,113,20,True,True,True,True
94,32,18,True,True,True,True
146,76,10,True,True,True,True
2,121,16,False,True,True,False
97,23,15,True,False,True,True
200,75,18,True,True,True,True
120,162,6,True,True,True,True
183,25,12,True,False,True,False
36,17,15,False,False,True,True
64,30,18,True,True,True,True
190,5,19,True,False,True,True
53,37,3,False,False,True,True
66,148,14,True,True,True,True
85,52,0,True,True,False,True
22,109,17,False,True,True,True
180,96,8,True,True,True,True
121,77,0,True,True,False,False
85,44,14,True,True,True,True
18,163,19,False,True,True,True
39,141,7,False,True,True,True
86,39,16,True,True,True,True
41,77,15,False,True,True,True
62,106,17,True,True,True,True
39,75,5,False,True,False,True
198,20,12,True,False,True,True
77,146,2,True,True,False,False
86,157,20,True,True,True,True
115,150,5,True,True,True,True
38,123,14,False,True,True,True
18,7,8,False,False,True,True
81,184,2,True,True,False,False
82,152,14,True,True,True,True
114,120,7,True,True,True,True
87,6,4,True,False,True,True
1,125,9,False,True,True,True
60,107,2,False,True,False,True
125,110,19,True,True,True,True
48,80,5,False,True,False,True
42,184,20,False,True,True,True
145,128,0,True,True,False,True
127,93,0,True,True,False,False
48,31,11,False,False,True,True
38,161,1,False,True,False,False
195,172,3,True,True,False,True
48,184,3,False,True,True,True
117,21,2,True,False,False,True
34,67,9,False,True,True,True
146,0,15,True,False,True,False
70,33,10,True,False,True,True
169,101,19,True,True,True,True
28,84,3,False,True,False,True
192,183,17,True,True,True,True
37,25,6,True,True,False,True
120,9,1,True,False,False,False
104,105,18,True,True,True,True
85,170,2,True,True,False,True
37,72,15,True,True,True,True
131,183,1,True,True,False,False
184,122,11,True,True,True,True
12,28,19,False,True,True,True
51,132,5,False,True,True,False
194,68,7,True,True,True,True
170,19,19,True,False,True,True
99,130,14,True,True,True,True
104,116,9,True,True,True,True
139,157,1,True,True,False,True
96,145,11,True,True,True,True
6,125,4,False,True,False,False
191,163,15,True,True,True,True
92,71,18,True,True,True,True
141,112,20,True,True,True,True
145,64,8,True,True,True,True
45,10,18,False,False,True,True
146,137,18,True,True,True,True
174,26,2,True,False,False,True
37,77,9,False,True,True,True
186,45,16,True,True,True,True
125,15,15,True,False,True,True
77,43,12,True,True,True,True
76,107,11,True,True,True,True
120,114,16,True,True,True,True
165,72,16,True,True,True,True
140,54,7,True,True,True,True
117,21,0,True,True,False,True
82,1,12,True,False,True,True
87,98,11,True,True,True,True
16,68,2,False,True,False,True
128,191,6,True,True,True,True
125,115,2,True,True,False,True
112,131,13,True,True,True,True
184,69,7,True,True,True,True
167,63,12,True,True,True,True
6,185,3,False,True,True,True
89,120,2,True,True,False,True
66,97,20,True,True,True,True
168,176,5,True,True,False,False
44,190,9,True,True,True,True
174,48,5,True,False,False,True
194,67,6,True,True,False,True
88,191,3,True,True,False,True
119,3,14,True,False,True,True
173,141,18,True,True,True,True
11,6,12,False,False,True,True
100,128,3,True,True,False,True
84,142,13,True,True,True,True
20,150,8,False,True,True,True
14,61,13,True,True,True,True
7,152,13,False,True,True,True
154,144,19,True,True,True,True
134,176,17,True,True,True,True
82,171,2,True,True,True,True
15,171,10,False,True,True,True
145,29,9,True,False,True,True
105,86,1,True,True,False,True
34,98,1,False,True,False,True
29,125,16,False,True,True,True
102,163,5,True,True,False,True
90,193,8,True,True,True,True
91,136,6,True,True,False,True
15,80,16,False,True,True,True
65,182,10,True,True,True,True
187,12,4,True,False,False,True
62,136,6,True,True,True,True
170,51,6,True,True,False,True
68,165,4,True,True,False,True
197,166,5,True,True,True,True
68,67,18,True,True,True,True
74,133,15,True,True,True,True
62,189,20,False,True,True,True
158,125,20,True,True,True,True
58,50,1,False,True,False,True
171,30,3,True,False,False,True
198,147,14,True,True,True,True
96,141,5,True,True,True,True
23,142,2,False,True,False,False
41,62,3,False,True,True,False
17,31,2,False,False,False,False
40,1,4,False,False,True,True
44,81,14,False,True,True,True
40,5,19,False,False,True,True
115,131,7,True,True,True,True
104,32,18,True,True,True,True
77,14,7,True,False,True,True
71,75,0,True,True,False,False
25,146,3,False,True,False,True
4,52,15,False,True,True,True
149,183,5,True,True,True,True
52,117,2,True,True,True,True
40,81,3,False,True,False,False
98,68,14,True,True,True,True
143,182,13,True,True,True,True
148,56,2,True,True,False,True
186,14,12,True,False,True,True
61,43,17,True,False,True,True
153,153,9,True,True,True,True
106,48,0,True,True,False,True
39,28,11,False,False,True,True
136,103,17,True,True,True,True
21,121,17,False,True,True,True
153,11,19,True,False,True,True
197,177,7,True,True,True,True
153,198,15,True,True,True,True
111,165,1,True,True,False,True
73,62,4,True,True,False,True
122,96,20,True,True,True,True
62,14,20,True,True,True,True
84,116,7,True,True,True,True
34,153,9,False,True,True,True
113,49,0,True,False,False,True
1,69,4,False,True,True,True
101,126,12,True,True,True,True
55,39,7,True,False,False,True
105,113,14,True,True,True,True
16,176,4,True,True,False,True
151,9,9,True,False,True,True
159,174,13,True,True,True,True
49,42,7,False,True,True,True
96,193,16,True,True,True,True
13,179,5,False,True,False,True
10,176,2,False,True,False,True
61,18,7,True,False,True,True
79,103,14,True,True,True,True
168,92,20,True,True,True,True
113,43,16,True,False,True,True
15,2,0,True,False,False,True
152,39,12,True,False,True,True
161,125,20,True,True,True,True
114,187,10,True,True,True,True
80,29,13,True,True,True,True
195,19,1,True,True,False,False
21,136,16,False,True,True,True
70,98,13,True,True,True,True
95,23,9,True,False,True,True
200,100,12,True,True,True,True
65,191,9,True,True,True,True
30,175,11,False,True,True,True
87,146,0,True,True,False,True
110,26,16,True,False,True,True
30,52,13,False,True,True,True
182,110,17,True,True,True,True
36,45,15,False,True,True,True
141,147,16,True,True,True,True
168,189,15,True,True,True,True
144,61,11,True,True,True,True
63,25,2,True,True,True,True
199,120,12,True,True,True,True
40,119,11,False,True,True,True
20,151,1,False,True,False,False
167,172,5,True,True,True,True
85,146,5,True,True,True,True
2,173,19,False,True,True,True
19,171,14,False,True,True,True
12,130,16,False,True,True,True
105,65,18,True,True,True,True
80,123,5,True,True,True,True
135,26,3,True,False,False,True
51,191,12,True,True,True,True
59,77,17,False,True,True,True
15,32,3,False,False,False,False
21,108,7,False,True,True,True
25,140,1,False,True,False,True
182,130,17,True,True,True,True
144,31,16,True,False,True,True
25,141,5,False,True,True,True
2,31,16,False,False,True,False
80,189,2,True,True,False,True
88,76,16,True,True,True,True
158,79,14,True,True,True,True
186,19,1,True,True,False,True
126,71,13,True,True,True,True
120,111,19,True,True,True,True
154,125,19,True,True,True,True
91,63,20,True,True,True,True
179,173,14,True,True,True,True
96,5,10,True,False,True,True
111,84,18,True,True,True,True
148,53,5,True,True,True,True
148,86,4,True,True,False,True
156,8,4,True,False,False,True
156,75,11,True,True,True,True
35,7,6,False,False,True,False
154,11,1,True,False,False,True
175,150,8,True,True,True,True
176,170,3,True,True,False,True
178,67,0,True,True,False,False
42,103,20,False,True,True,True
6,40,4,False,True,True,False
162,159,13,True,True,True,True
1,158,10,False,True,True,True
71,167,10,True,True,True,True
48,54,7,True,True,True,True
79,197,6,True,True,False,False
82,88,13,True,True,True,True
16,130,6,False,True,False,True
0,130,7,False,True,True,True
113,104,18,True,True,True,True
170,16,16,True,False,True,True
101,5,19,True,False,True,True
89,200,3,True,True,False,True
15,119,18,True,True,True,True
145,200,4,True,True,True,True
147,173,3,True,True,True,True
189,68,12,True,True,True,True
6,33,11,False,False,True,True
60,43,11,True,False,True,True
190,2,11,True,False,True,True
79,120,1,True,True,False,True
7,161,11,False,True,True,True
101,44,1,True,False,False,True
137,171,0,True,True,False,True
76,132,18,True,True,True,True
32,88,20,True,True,True,True
35,68,18,False,True,True,True
66,143,15,True,True,True,True
174,145,8,True,True,True,True
41,58,18,False,True,True,False
134,65,8,True,True,True,True
155,15,17,True,False,True,True
148,169,10,True,True,True,True
68,87,3,True,True,False,True
85,84,12,True,True,True,True
200,10,19,True,False,True,True
137,89,1,True,True,False,True
156,125,1,True,True,False,True
25,164,0,False,True,False,True
48,196,4,False,True,False,True
105,3,16,True,False,True,True
25,171,18,False,True,True,True
40,106,19,False,True,True,True
192,70,14,True,True,True,True
105,7,20,True,False,True,True
34,16,16,False,False,True,True
23,147,11,False,True,True,True
1,3,2,False,False,False,False
56,81,3,True,True,False,True
34,8,14,False,False,True,True
1,85,4,False,True,False,True
110,177,4,True,True,False,True
169,83,5,True,True,True,True
111,72,16,True,True,True,True
20,160,11,False,True,True,True
58,83,1,False,True,False,True
125,82,15,True,True,True,True
112,44,0,True,True,False,False
161,121,1,True,True,False,True
125,139,10,True,True,True,True
26,8,6,False,False,True,True
146,43,15,True,False,True,False
4,44,2,False,True,False,False
52,155,5,False,True,True,True
174,44,9,True,True,True,True
118,141,20,True,True,True,True
32,199,0,False,True,False,True
28,140,10,False,True,True,True
177,170,16,True,True,True,True
38,79,11,True,True,True,True
8,20,11,False,False,True,True
194,195,7,True,True,False,True
24,39,8,False,True,False,True
123,150,20,True,True,True,True
59,95,5,True,True,False,True
193,107,5,True,True,True,True
95,8,8,True,False,True,False
165,113,10,True,True,True,True
151,111,12,True,True,True,True
184,150,9,True,True,True,True
82,10,18,True,False,True,True
34,78,5,True,True,True,True
182,184,19,True,True,True,True
19,26,0,False,False,False,False
164,183,18,True,True,True,True
50,167,15,True,True,True,True
150,33,2,True,False,False,True
88,148,9,True,True,True,True
132,44,12,True,True,True,True
103,20,19,True,False,True,True
129,186,4,True,True,False,True
156,123,14,True,True,True,True
193,17,18,True,False,True,True
200,145,16,True,True,True,True
9,163,2,False,True,False,True
156,56,14,True,True,True,True
118,183,20,True,True,True,True
78,125,0,True,True,False,True
11,84,17,False,True,True,True
124,174,12,True,True,True,True
190,151,2,True,True,False,True
87,33,6,True,True,True,True
57,52,3,False,True,True,True
119,99,7,True,True,False,True
166,14,14,True,False,True,False
35,79,19,False,True,True,True
195,99,5,True,True,False,True
132,127,16,True,True,True,True
136,32,16,True,False,True,False
106,107,6,True,True,True,True
86,13,10,True,False,True,True
21,109,10,False,True,True,True
85,65,2,True,True,False,True
37,179,1,False,True,True,True
119,152,5,True,True,False,True
109,26,5,True,False,False,True
120,79,19,True,True,True,True
144,18,20,True,False,True,True
31,71,2,False,True,True,False
168,169,2,True,True,False,True
107,7,11,True,False,True,False
186,11,19,True,False,True,False
26,96,13,False,True,True,True
136,42,6,True,False,True,True
161,55,11,True,True,True,True
117,78,11,True,True,True,True
12,63,10,True,True,True,True
102,45,19,True,True,True,True
115,150,19,True,True,True,True
93,174,11,True,True,True,True
155,132,12,True,True,True,True
56,58,14,False,True,True,True
148,52,14,True,True,True,True
6,107,3,False,True,False,True
132,121,8,True,True,True,True
2,157,2,False,True,False,True
12,194,16,False,True,True,False
68,167,3,True,True,False,True
177,174,7,True,True,True,True
183,36,1,True,False,True,True
91,35,10,True,False,True,False
54,173,7,False,True,False,False
163,92,6,True,True,True,True
54,112,19,False,True,True,True
57,197,6,True,True,False,True
193,89,17,True,True,True,True
186,79,1,True,True,False,True
46,136,9,True,True,True,True
93,166,13,True,True,True,True
10,64,16,False,True,True,True
36,77,12,False,True,True,False
133,119,19,True,True,True,True
151,152,2,True,True,False,True
45,5,2,False,False,False,False
122,99,4,True,True,False,True
73,99,18,True,True,True,True
62,69,10,True,True,True,True
30,177,15,False,True,True,True
174,65,8,True,True,True,True
78,167,14,True,True,True,True
40,191,7,False,True,False,True
90,110,10,True,True,True,True
130,41,0,True,True,False,True
85,157,18,True,True,True,True
67,156,14,True,True,True,True
44,162,11,False,True,True,True
190,82,17,True,True,True,True
197,115,4,True,True,False,False
174,147,18,True,True,True,True
18,53,20,False,True,True,True
95,49,3,True,False,False,False
192,189,2,True,True,False,True
69,140,5,True,True,True,True
9,12,12,False,False,True,False
123,180,0,True,True,False,True
145,101,16,True,True,True,True
46,101,6,False,True,True,True
34,52,17,False,True,True,True
65,88,3,True,True,True,True
117,4,3,True,False,False,True
150,61,17,True,True,True,True
140,115,15,True,True,True,True
177,35,17,True,False,True,False
35,37,3,False,False,False,False
89,78,6,True,True,False,True
191,154,17,True,True,True,True
97,145,14,True,True,True,True
200,161,10,True,True,True,True
148,102,17,True,True,True,True
39,9,16,False,False,True,True
49,119,3,True,True,False,False
185,149,0,True,True,False,True
91,139,20,True,True,True,True
183,85,9,True,True,True,True
184,158,10,True,True,True,True
92,80,0,True,True,False,True
36,21,19,False,False,True,False
102,151,5,True,True,True,True
93,174,20,True,True,True,True
186,104,3,True,True,True,True
157,78,6,True,True,True,True
